Price;Rooms;SquareMeters;Etage;Baujahr;Raumhöhe;Anzahl Wohnungen;Letztes Renovationsjahr;Anzahl Toiletten;Gasanschluss;Waschmaschine;Kabel-TV;Haustiere erlaubt;Gedeckt;Mit Gartenhaus;Parkplatz;Minergie Bauweise;Tumbler;Keller;Estrich;Rollstuhlgängig;Balkon / Terrasse;Spielplatz;Altbau;Stromanschluss;Neubau;Cheminée;Minergie zertifiziert;Rauchen erlaubt;Lift;Steamer;Garage;Ruhige Lage;Hochparterre;Aussicht;Reduit;Abwasseranschluss;Swimmingpool;Eckhaus;Kinderfreundlich;Wasseranschluss;Geschirrspüler;In Wohngemeinschaft;Objekttyp_Attikawohnung;Objekttyp_Bauernhaus;Objekttyp_Dachwohnung;Objekttyp_Doppeleinfamilienhaus;Objekttyp_Einfamilienhaus;Objekttyp_Einzelzimmer;Objekttyp_Hobbyraum;Objekttyp_Kellerabteil;Objekttyp_Loft;Objekttyp_Maisonette / Duplex;Objekttyp_Mehrfamilienhaus;Objekttyp_Reihenfamilienhaus;Objekttyp_Schloss;Objekttyp_Studio;Objekttyp_Terrassenhaus;Objekttyp_Terrassenwohnung;Objekttyp_Villa;Objekttyp_Wohnung;Latitude;Longitude
2185.0;2.5;80.0;3.0;2024.0;2.5;0;2024.0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;47.4199055;8.500897499999999
1750.0;2.5;66.0;0.0;2024.0;3.0;0;2024.0;0;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;True;False;True;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.4288621;8.8893948
2730.0;1.5;45.0;0.0;2024.0;2.5;0;2024.0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.37103271484375;8.518729209899902
2626.0;4.5;101.0;0.0;2024.0;2.5;0;2024.0;0;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.505516052246094;8.375958442687988
3008.0;2.5;70.0;4.0;2013.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.38426971435547;8.531070709228516
4080.0;4.5;121.0;3.0;2024.0;2.4;0;2024.0;0;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;47.400333404541016;8.403396606445312
4125.0;4.5;100.0;3.0;2013.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.41731262207031;8.550938606262207
3520.0;3.5;90.0;0.0;2013.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.41731262207031;8.550938606262207
1080.0;2.0;50.0;2.0;2013.0;2.5;0;2013.0;0;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.5035285949707;8.725122451782227
4800.0;5.5;165.0;0.0;2013.0;2.5;0;2023.0;0;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;47.26158142089844;8.68919849395752
2500.0;4.5;80.0;1.0;1965.0;2.5;0;2018.0;0;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.40299224853516;8.392807960510254
2150.0;3.5;80.0;0.0;2013.0;2.5;0;2013.0;0;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;47.32876205444336;8.54333782196045
2460.0;4.5;105.0;1.0;2002.0;2.5;0;2024.0;0;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.44481658935547;8.528467178344727
2986.0;4.5;117.0;3.0;2009.0;2.5;0;2009.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.42438507080078;8.54216480255127
2204.0;2.5;65.0;4.0;2022.0;2.5;0;2022.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.436859130859375;8.468240737915039
2285.0;4.5;80.0;2.0;1962.0;2.5;0;2011.0;0;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.3068733215332;8.55793285369873
2140.0;3.5;89.0;1.0;1971.0;2.5;0;2015.0;0;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.28419876098633;8.54565143585205
3280.0;3.5;90.0;4.0;2013.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.3843994140625;8.493941307067871
2330.0;4.5;109.0;2.0;1985.0;2.5;0;2000.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.26808547973633;8.67477035522461
3167.0;3.0;74.0;6.0;2020.0;2.5;0;2020.0;0;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.385684967041016;8.497099876403809
1980.0;3.5;75.0;6.0;1964.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.43705368041992;8.466517448425293
2520.0;5.5;110.0;8.0;1970.0;2.5;0;1993.0;0;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;47.36506271362305;8.690546989440918
1740.0;3.5;80.0;3.0;1961.0;2.5;0;1996.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.361576080322266;8.712916374206543
3175.0;3.0;68.0;3.0;2013.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.38933181762695;8.537666320800781
3240.0;4.5;206.0;2.0;2023.0;2.5;0;2023.0;0;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;47.55894470214844;8.43367862701416
3612.0;4.5;108.0;3.0;2021.0;2.5;0;2021.0;0;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.41829299926758;8.58899974822998
2675.0;5.0;95.0;1.0;2013.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.49049377441406;8.710612297058105
3697.0;3.5;86.0;1.0;2022.0;2.5;0;2022.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.36336898803711;8.518133163452148
6600.0;5.5;80.0;0.0;2013.0;2.5;0;2020.0;0;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;47.37435150146485;8.482234954833984
3000.0;2.0;50.0;2.0;2024.0;2.5;0;2024.0;0;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.398468017578125;8.6029691696167
2950.0;4.5;140.0;2.0;1700.0;2.5;0;2015.0;0;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.23056411743164;8.642440795898438
5850.0;3.5;118.0;8.0;2013.0;2.5;0;2013.0;0;False;False;False;True;False;False;True;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.380184173583984;8.537328720092773
1804.0;1.5;80.0;2.0;2013.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.33551406860352;8.533241271972656
2370.0;2.5;84.0;4.0;1932.0;2.5;0;2015.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;47.35905456542969;8.51839542388916
2054.0;3.5;69.0;2.0;1981.0;2.5;0;2021.0;0;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.47739791870117;8.456877708435059
2330.0;2.0;52.0;2.0;1960.0;2.5;0;1989.0;0;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.35521697998047;8.557698249816895
2595.0;2.5;87.0;1.0;1961.0;2.5;0;2009.0;0;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.35757;8.5793081
4207.0;4.5;117.0;1.0;2013.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.40255355834961;8.532090187072754
2090.0;2.5;48.0;2.0;2024.0;2.5;0;2024.0;0;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.2993287;8.4471577
2558.0;3.5;86.0;0.0;2022.0;2.5;0;2022.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.437538146972656;8.467076301574707
3060.0;4.5;105.0;1.0;1972.0;2.5;0;1990.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.28189468383789;8.573549270629883
1548.0;1.5;39.0;0.0;1974.0;2.5;0;1995.0;0;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.429080963134766;8.54279613494873
2987.0;2.5;71.0;3.0;1952.0;2.5;0;1976.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.37091064453125;8.544246673583984
2700.0;3.5;125.0;2.0;2024.0;2.5;0;2024.0;0;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;47.52842330932617;8.464861869812012
2756.0;4.5;114.0;5.0;2019.0;2.5;0;2019.0;0;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.52611923217773;8.537354469299316
3190.0;4.5;110.0;0.0;2013.0;2.4;0;2013.0;0;False;True;True;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.43593978881836;8.66999626159668
2500.0;2.0;31.0;0.0;2013.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.40151596069336;8.489461898803711
4900.0;4.5;102.0;4.0;2013.0;2.5;0;2013.0;0;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.40151596069336;8.489461898803711
4095.0;2.5;56.0;5.0;2022.0;2.5;0;2022.0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;47.37765502929688;8.528881072998047
2067.0;3.5;95.0;3.0;1971.0;2.5;0;2009.0;0;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;47.3667392;8.786634099999999
