Title;Address;Price;Rooms;SquareMeters;Description;URL;Date;Verfügbarkeit;Objekttyp;Anzahl Zimmer;Anzahl Etagen;Wohnfläche;Nutzfläche;Grundstückfläche;Kubatur;Raumhöhe;Baujahr;Etage;Letztes Renovationsjahr;Anzahl Wohnungen;Anzahl Toiletten;In Wohngemeinschaft;Haustiere erlaubt;Minergie zertifiziert;Garage;Tumbler;Kinderfreundlich;Altbau;Neubau;Balkon / Terrasse;Hebebühne;Reduit;Rauchen erlaubt;Geschirrspüler;Waschmaschine;Minergie Bauweise;Parkplatz;Eckhaus;Kabel-TV;Gasanschluss;Bauland erschlossen;Mittelhaus;Aussicht;Gedeckt;Lift;Wasseranschluss;Stromanschluss;Hochparterre;No features found;Anfahrrampe LKW;Abwasseranschluss;Cheminée;Ruhige Lage;Rollstuhlgängig;Estrich;Swimmingpool;Keller
"""Wohnen im aufstrebenden neuen Quartier""";Spindelstrasse 15, 8041 Zürich;2070.0;1.5;;Per Anfang 2025 entstehen im Projekt «SIHLLIFE» moderne 1.5 bis 5.5-Zimmer-Wohnungen im Minergie-Standard zur Verfügung. Gut möblierbare Grundrisse und ein hochwertiger Ausbaustandard sind selbstverständlich.Die 1.5-Zimmer-Wohnungen überzeugen durch folgende Vorzüge:Moderne Küche mit Induktions-Kochfeld, Backofen, Steamer, Kühlschrank mit Gefrierfach und GeschirrspülerWohn-/Schlafraum mit EichenparkettJede Wohnung verfügt über einen Waschturm (Waschmaschine und Tumbler)grosszügige TerrassenFussbodenheizungkontrollierte WohnungslüftungLiftKellerabteil pro Wohnung im UntergeschossDas Manegg-Quartier zählt zu den bevorzugten Wohnlagen in Zürich Kreis 2. Als Bewohner werden Sie die grüne, ruhige und zentrale Lage schätzen. Der Bahnhof Manegg liegt in Gehdistanz und bis zum Hauptbahnhof Zürich sind es weniger als 10 Minuten Fahrt. Rund um den Wohnkomplex gibt es Cafés, sowie mehrere Einkaufsmöglichkeiten.Haben wir Ihr Interesse geweckt?Gerne stehen wir Ihnen bei Fragen zur Verfügung und würden uns freuen Sie als neuen Mieter begrüssen zu dürfen.Hinweis: Es handelt sich bei den Bildern um Visualisierungen, welche den Ausbaustandard zeigen und vom angebotenen Objekt abweichen können.;https://www.immoscout24.ch/mieten/4001140261;2024-05-25;01.02.2025;Wohnung;1.5;;;47 m2;;;;;2;;;;False;True;False;False;True;False;False;True;True;False;False;False;True;True;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True
"""Einzelzimmer in Zürich""";Hallwylstrasse, 8004 Zürich;690.0;1;12.0;Konditionen:Nur für MännerMöbiliertes Zimmer für NICHTRAUCHEREtagen WC & DuscheBett- und Frotteewäsche – inklusive 2X Reinigung / WocheInternet WLANKeine Koch- und WäschemöglichkeitenIdeal für Wochenaufenthalter;https://www.immoscout24.ch/mieten/4001162746;2024-05-25;Sofort;Einzelzimmer;1;;12 m2;;;;;;2;;;;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
"""Erstbezug nach Totalsanierung - Ihre neue Traumwohnung""";St. Gallerstrasse 84, 8400 Winterthur;2750.0;3.5;105.0;An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Dezember 2024  attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme.;https://www.immoscout24.ch/mieten/4001161490;2024-05-25;Nach Vereinbarung;Wohnung;3.5;;105 m2;;;333 m3;;1937;1;;;;False;True;False;True;False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False
"""Erstbezug nach Totalsanierung - Ihre neue Traumwohnung""";St. Gallerstrasse 82, 8400 Winterthur;2220.0;3.5;75.0;An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Dezember 2024  attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme.;https://www.immoscout24.ch/mieten/4001161487;2024-05-25;Nach Vereinbarung;Wohnung;3.5;;75 m2;;;149 m3;;1937;1;;;;False;True;False;True;False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
"""Erstbezug nach Totalsanierung - Ihre neue Traumwohnung""";St. Gallerstrasse 84, 8400 Winterthur;2200.0;2.5;76.0;An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Dezember 2024  attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme.;https://www.immoscout24.ch/mieten/4001161489;2024-05-25;Nach Vereinbarung;Wohnung;2.5;;76 m2;;;208 m3;;1937;EG;;;;False;True;False;True;False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False
"""Erstbezug nach Totalsanierung - Ihre neue Traumwohnung""";St. Gallerstrasse 82, 8400 Winterthur;1960.0;2.5;49.0;An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Dezember 2024  attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme.;https://www.immoscout24.ch/mieten/4001161488;2024-05-25;Nach Vereinbarung;Wohnung;2.5;;49 m2;;;149 m3;;1937;2;;;;False;True;False;True;False;False;True;False;True;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
"""ERSTVERMIETUNG - 3.5-Zimmer-Wohnung EG in Nürensdorf zu vermieten""";Alte Winterthurerstrasse 210, 8309 Nürensdorf;2620.0;3.5;77.0;Ab sofort vermieten wir diese attraktive 3.5-Zimmer-Wohnung im schönen Nürensdorf. Das Neubauprojekt überzeugt mit seiner tollen Wohnlage und der herrlichen Naturlandschaft.Die Wohnung verfügt über eine grosszügige Wohnfläche von 77 m². Ihr moderner, durchdachter und funktionaler Grundriss zeichnet sich aus und bietet ein komfortables Wohnambiente.Die Wohnung ist wie folgt ausgestattet:Küche in braun/beige mit weisser KeramikabdeckungKühlschrank mit separatem GefrierfachBackofenInduktionsherdGeschirrspülerEichenparkettboden im Wohnbereich und ZimmerFussbodenheizungFeinsteinzeugplatten beige/ grau im BadezimmerEigener Waschturm in der WohnungEigener Kellerabteil im UGMit Sitzplatz oder BalkonTiefgaragenstellplätze sind verfügbar und können bei Bedarf für CHF 160.00 pro Monat hinzugemietet werden.Für einen unverbindlichen Besichtigungstermin oder ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung.;https://www.immoscout24.ch/mieten/4000987856;2024-05-25;Sofort;Wohnung;3.5;;77 m2;;;;;2024;EG;;8;;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False
"""Neu, modern und für Familien!""";Albisstrasse 118B, 8038 Zürich;3880.0;4.5;;"Wir vermieten per 01.09.2024 diese wunderschöne 4.5-Zimmerwohnung. In dieser sehr zentral gelegenen 4.5-Zimmerwohnung erwartet Sie folgender Ausbaustandart:- bodentiefe Fenster für perfekte Lichtverhältnisse- alle Wohnräume mit Eichenparkettboden- mit Fussbodenheizung- grosszügiger Eingangsbereich- moderne Küche mit Kunststeinabdeckung- mit Glaskeramikkochfeld- mit Geschirrspüler- WC mit Badewanne- Reduit mit Anschluss für Waschturm- separates WC mit Dusche- Loggia mit Aussensteckdose- Kellerabteil - LiftDie Bilder entsprechen dem Ausbaustandard und können leicht vom angebotenen Objekt abweichen. Die genaue Raumaufteilung können Sie dem angefügten Grundrissplan entnehmen.Die Haltestelle ""Zürich Wollishofen"", welche von den Tramlinien 5, 6 und 7 in Richtung Bahnhof Enge, Zoo Zürich und Bahnhof Stettbach bedient werden, sowie die Buslinien 184 und 185 in Richtung Adliswil, erreichen Sie in zwei Minuten.Entspricht diese schöne Wohnung Ihren Vorstellungen?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung.";https://www.immoscout24.ch/mieten/4001140676;2024-05-25;01.09.2024;Wohnung;4.5;;;117 m2;;;;2014;2;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
"""Wunderschöne Erdgeschoss-Wohnung an ruhiger Lage!""";Heerenschürlistrasse 2, 8051 Zürich;2636.0;2.5;;"Wir vermieten diese Top-moderne 2.5-Zimmer-Wohnung, welche an genialer Lage liegt und Ihnen nebst dem grosszügigen Grundriss noch folgende Annehmlichkeiten zu bieten hat:- Wohn- und Schlafzimmer mit Parkettboden Eiche matt- Küche und Bad mit Steinzeugmosaik unglasiert matt dunkel- grosszügiges und helles Wohnzimmer- offene Küche mit moderner Ausstattung- mit Glaskeramikherd- mit Geschirrspüler- modernes Badezimmer mit angrenzendem Reduit- Einbauschrank im Entrée- Reduit für zusätzlichen Stauraum- Gartensitzplatz - LiftDie Musterfotos zeigen lediglich den Ausbaustandard der Wohnung. Die genaue Raumaufteilung entnehmen Sie bitte dem Grundrissplan.Ein Einstellplatz kann bei Bedarf und nach Verfügbarkeit für CHF 150.00 pro Monat dazu gemietet werden.Die vielseitige Sportanlage Herrenschürli, Jogging-Strecken, das Einkaufszentrum Glatt, Dienstleistungen aller Art, Restaurants und Spazierwege im Grünen, das alles befindet sich unweit Ihres neuen Zuhauses. In der Nähe befindet sich zudem die Französische Schule LFZ (Lycée Français de Zurich).Die Liegenschaft Altwiesen liegt für Benutzer des öffentlichen Verkehrs perfekt: S-Bahnhof Stettbach mit Direktverbindungen Richtung Hauptbahnhof und Stadelhofen, zwei Tramlinien, die Glatttalbahn direkt zum Flughafen Zürich, mehrere Buslinien alles ist in wenigen Minuten erreichbar. Autofahrer erreichen den Anschluss zur Autobahn in ca. 5 Minuten.Das nahe gelegene Einkaufszentrum Glatt lässt keine Shoppingwünsche offen. Auf dem nach Nachhauseweg halten Sie bequem am Schwamendingerplatz, dort finden Sie jegliche Einkaufsmöglichkeiten und Dienstleister vor.Haben wir Ihr Interesse geweckt?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Wohnungsbewerbung.";https://www.immoscout24.ch/mieten/4001141918;2024-05-25;Sofort;Wohnung;2.5;;;98 m2;;;;2014;EG;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
"""Dachwohnung mit geräumigen Grundriss!""";Bölstrasse 18, 8625 Gossau ZH;1880.0;3.5;;"Wir vermieten diese gemütliche Wohnung in einer gepflegten Liegenschaft an zentraler Lage in Gossau. Die Wohnung selber bietet Ihnen unter anderem die folgenden Vorzüge:- grosszügiger Wohn- und Essbereich- zwei geräumige Schlafzimmer- Korridor mit Einbauschrank- halboffene Küche mit Novilonboden- mit Plattenherd und viel Stauraum- Bad/WC mit Plattenboden und Fenster- gemütlicher Balkon- KellerabteilEin Einstellplatz kann bei Bedarf und Verfügbarkeit für CHF 120.00 pro Monat dazu gemietet werden.Bei den Bildern handelt es sich um Musterfotos, welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.In wenigen Gehminuten erreichen Sie die Bushaltestelle ""Gossau ZH, Mitteldorf"", von wo aus Sie mit den Buslinien 862 und 845 bequem an den Bahnhof Wetzikon sowie an den Bahnhof Uster gelangen.Des Weiteren sind Einkaufsmöglichkeiten (Migros, Coop und Denner) sowie verschiedene andere Dienstleister im nahegelegenen Dorfzentrum zu finden.Haben wir Ihr Interesse geweckt?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung.";https://www.immoscout24.ch/mieten/4001141917;2024-05-25;Sofort;Wohnung;3.5;;;110 m2;;;;1982;3;2013;;;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
"""Wohnung mit Panorama-Aussicht im Löwenbräu, Kreis 5""";Limmatstrasse 260, 8005 Zürich;5850.0;3.5;118.0;Diese einzigartige Wohnung mit ihren extravaganten Glaseinbauten bietet eine atemberaubende Aussicht über Zürich. Schon das grosszügige Foyer des Black Towers zieht einen direkt in seinen Bann. Mit einem der eleganten Aufzüge im 8. Stock angekommen, geht es durch eine Sicherheitstür in die Panoramawohnung. Direkt am Eingang befindet sich die Garderobe mit eingebautem Wandschrank, Waschmaschine und Tumbler. Jacke abgelegt? Dann werden Sie von einem atemberaubenden Ausblick auf den Uetliberg begrüsst. Rechts vom Flur befindet sich das erste, ca. 26 m2 grosse Schlafzimmer mit einem Traumblick auf den Höngger Käferberg. Die Glaswände des hellen Badezimmers laden zum ausgiebigen Duschen ein. Durch die eingebauten Jalousien können Sie die Offenheit der Wohnung frei regulieren, die Schattierungsrollos in den Fenstern und Verdunklungsvorhänge schaffen das perfekte Ambiente eine erholsame Nachtruhe. Gerade weiter geht es zum grosszügigen Wohnbereich. Eine Neuheit birgt das Wohnzimmer mit den auffahrbaren Fenstern, welche geschmeidig unter die Decke fahren. Hier verschwimmen drinnen und draussen zu einem ganz besonderem Wohngefühl und das Wohnzimmer wird zur Terrasse. Die platzbietende, direkt mit dem Wohnraum verbundene schlicht weisse Küche lädt mit ihren fünf Induktionsplatten und dem grossen Esstisch zum kulinarischen Beisammensein ein. Wunderbar lässt sich beim Abendessen der Sonnenuntergang bestaunen. Dank der programmierbaren Lichtsteuerung und den dimmbaren Einbauleuchten und LEDs ist auch danach für ein stimmungsvolles Lichtambiente gesorgt.Ein weiteres Highlight des Wohn- und Essbereichs ist die exklusive Glaswand, die das Büro, Atelier oder zweite Schlafzimmer abtrennt. Dadurch wird die Grosszügigkeit und die Helligkeit dieser extravaganten Wohnung auf ein neues Level gehoben. Die gut 30 m2 dieses Raumes werden gekonnt mit einer einladenden Badewanne inszeniert, die einen einzigartigen Blick durch die Wohnung und auf Zürichs Berge bietet. Natürlich bleiben auch hier keine Wünsche offen, denn eine zweite grosse Dusche, ebenfalls mit einer Glaswand abgetrennt, garantieren ein aussergewöhnliches Duscherlebnis. Auch dieser wunderschöne Raum kann mit Verdunklungsvorhängen vollständig abgetrennt und abgedunkelt werden, Dusche und WC sind ferner mittels Schiebetüre vollständig verschliessbar.Haustiere sind nach Vereinbarung möglich.Die Wohnung im Überblick:Grosses Wohn-/Esszimmer mit offener Küche (ca. 55 m2), Induktionskochfeld, Backofen/Steamer.Die vollständig unter die Decke fahrbaren Fenster schaffen von Frühling bis im Spätherbst ein Ambiente mit fliessendem Übergang zwischen drinnen und draussen.Vom Wohnbereich mittels Glaswand abgetrenntes Büro, Atelier oder Schlafzimmer, ca. 30 m2, mit Einbauschrank, offenem Bad sowie abgetrennter Dusche/WC. Raum mittels Verdunkelungsvorhängen komplett abtrennbar. Glaswand mittels Türe verschliessbar.Abgeschlossenes Schlafzimmer mit Dusche/WC und Einbauschrank (ca. 26 m2). Glaswand zwischen Schlafzimmer und Dusche/WC mittels Innenjalousien verschliessbar. Fenster mit Verdunkelungsvorhängen.Entrée mit eingebauter Garderobe und Waschmaschine/Tumbler.Programmierbare Lichtsteuerung, dimmbare Einbauleuchten und LEDs, Fussbodenheizung, kontrollierte Wohnungslüftung, Minergiebauweise.Alle Fenster mit eingebauten Schattierungsrollos.Kellerabteil ca. 10 m2.Parkplatz in der Tiefgarage kann für CHF 300 zugemietet werden.;https://www.immoscout24.ch/mieten/4001090524;2024-05-25;Nach Vereinbarung;Wohnung;3.5;;118 m2;;;;;2013;8;;;;False;True;False;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False
"""Wohnung in Wetzikon ZH""";Neufeldstrasse 8, 8623 Wetzikon;2174.0;3.5;94.0;Nun suchen wir für eine wunderschöne und helle 3.5-Zimmerwohnung einen Nachmieter per 23 Juli 2024.Die grosszügige Wohnung bietet Ihnen auf rund 94 m2 folgende Annehmlichkeiten:•⁠ ⁠Ganze Wohnung mit Parkettboden und Bodenheizung•⁠ ⁠helles Schlafzimmer mit EDV/TV Anschluss und Zugang zum Balkon•⁠ ⁠Küche mit Granitabdeckung und Geschirrspüler•⁠ ⁠Sehr moderne Küche mit viel Stauraum, moderner Backofen und Steamer•⁠ ⁠2 Badezimmer mit Badewanne/ Dusche•⁠ ⁠2 BalkoneWaschturm in der Küche•⁠ ⁠Grosszügiger Wandschrank im Korridor mit Garderobe•⁠ ⁠Minergie-Wohnung•⁠ ⁠Kellerabteil mit Stromanschluss•⁠ VeloraumEin Einstellplatz in der Tiefgarage kann für CHF 150.00/Monat dazu gemietet werden.Miete inkl. NK CHF 2’174.00Die Liegenschaft ist zentral gelegen und umgeben von viel Grünfläche. Diverse Einkaufsmöglichkeiten und Schulen sind in wenigen Gehminuten erreichbar. Herzlicher privater Spielplatz. Die Stadt Zürich ist in nur 30 Minuten mit dem öffentlichen Verkehr erreichbar.Neugierig? Lassen Sie sich vom Objekt begeistern und vereinbaren Sie noch heute einen Besichtigungstermin mit uns!Besichtigung nach AbspracheKontakt für BesichtigungFam. Matera/Bucheli;https://www.immoscout24.ch/mieten/4001159639;2024-05-25;25.07.2024;Wohnung;3.5;;94 m2;;;;;2016;3;;;;False;False;True;True;False;True;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False
"""Kinderfreundliche Wohnung in Bassersdorf - aus privater Hand zu vermieten""";Längernstrasse 5, 8303 Bassersdorf;2180.0;4.5;86.0;Wohnen in zentraler Lage in BassersdorfKinderfreundliche, gepflegte 4.5 Zimmer-Eigentums-Whg. mit sonnigem BalkonBeschreibung: Eigentums-Wohnung an äusserst zentraler Lage. Die Längernstrasse befindet sich in ruhigem Wohnquartier.Bassersdorf bietet alles, was Sie von einer Kleinstadt erwarten, und zeichnet sich durch beste Verbindungen überall hin aus. Egal, ob Ihre Kinder unbeschwert draussen spielen oder Sie den Feierabend auf dem Balkon geniessen möchten – Sie werden sich an der Längernstrasse 5 wohl und daheim fühlen.Das Raumkonzept dieser 4.5-Zimmer-Eigentumswohnung umfasst:Nettowohnfläche: 81.6 m2Offene, praktische und geräumige Küche mit allem, was Sie zum Wohlfühlen brauchenGeräumiges Entrée mit 4 Einbauschränkensonniges Eltern-Schlafzimmer2 Kinderzimmer oder BüroGrosses Bad / BadewanneWaschküche im UGKellerabteilEstrichabteil – über Zugtreppe erreichbarVeloraumP Möglichkeiten in blauer Zone oder unmittelbarer Nachbarschaft vorhandenBESICHTIGUNGSTERMIN: 31.  Mai, 16.00 bis 19.00 UhrBitte melden Sie sich zwingend an. Danke im Voraus für Ihre Anmeldung via Mail  bis 30.05.  / 12.00 Uhr.;https://www.immoscout24.ch/mieten/4001159440;2024-05-25;01.06.2024;Wohnung;4.5;;86 m2;;;;;1965;2;2024;;;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
"""Top Lage am Kreuzplatz""";Forchstrasse 22, 8008 Zürich;4020.0;3;;"An der Forchstrasse vermieten wir schöne und totalsanierte 1- bis 6-Zimmerwohnungen. Die 30 Wohnungen überzeugen durch einen modernen Ausbaustandard und folgende Annehmlichkeiten:- Wohn- und Schlafräume und Küche mit Eichenparkett- Bad mit Steinzeugplatten rot- moderne Küche mit Glaskeramikkochfeld, Backofen, Geschirrspüler- Bad/WC, Dusche/WC- Balkon- Kellerabteil- LiftBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem jeweiligen Grundriss entnehmen.Nähere Informationen zur Ausstattung der Wohnungen finden Sie im Kurzbaubeschrieb zum herunterladen.Das trendige Zürcher Seefeld ist eines der beliebtesten Wohnlagen in der Stadt Zürich. Das Quartier bietet unzählige Erholungszonen und Freizeit-Gestaltungsmöglichkeiten in nächster Nähe.Der nahegelegene Kreuzplatz, das Bellevue und die Zürcher Innenstadt bieten zahlreiche Einkaufsmöglichkeiten, sowie verschiedene Restaurants, Bars und Boutiquen in unmittelbarer Nähe.Die nächste ÖV-Haltestelle ""Kreuzplatz"" befindet sich nur wenige Gehminuten entfernt und bringt Sie mit den Tramlinien 8 und 11 in kürzester Zeit zur City oder zum Bahnhof Stadelhofen.Weitere Informationen finden Sie auf der Homepage.Wir freuen uns auf Ihre Kontaktaufnahme.";https://www.immoscout24.ch/mieten/4000961802;2024-05-25;Nach Vereinbarung;Wohnung;3;4;;80 m2;;;;;3;2023;;;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True
"""Wohnen auf zwei Etagen""";Forchstrasse 24, 8008 Zürich;4220.0;3;;"An der Forchstrasse vermieten wir schöne und totalsanierte 1- bis 6-Zimmerwohnungen. Die 30 Wohnungen überzeugen durch einen modernen Ausbaustandard und folgende Annehmlichkeiten:- Wohn- und Schlafräume und Küche mit Eichenparkett- Bad mit Steinzeugplatten rot- moderne Küche mit Glaskeramikkochfeld, Backofen, Geschirrspüler- Bad/WC, Dusche/WC- Balkon- Kellerabteil- LiftBei den Fotos handelt es sich um Musterbilder, die den Ausbaustandard darstellen. Die genaue Raumaufteilung können Sie dem jeweiligen Grundriss entnehmen.Nähere Informationen zur Ausstattung der Wohnungen finden Sie im Kurzbaubeschrieb zum herunterladen.Das trendige Zürcher Seefeld ist eines der beliebtesten Wohnlagen in der Stadt Zürich. Das Quartier bietet unzählige Erholungszonen und Freizeit-Gestaltungsmöglichkeiten in nächster Nähe.Der nahegelegene Kreuzplatz, das Bellevue und die Zürcher Innenstadt bieten zahlreiche Einkaufsmöglichkeiten, sowie verschiedene Restaurants, Bars und Boutiquen in unmittelbarer Nähe.Die nächste ÖV-Haltestelle ""Kreuzplatz"" befindet sich nur wenige Gehminuten entfernt und bringt Sie mit den Tramlinien 8 und 11 in kürzester Zeit zur City oder zum Bahnhof Stadelhofen.Weitere Informationen finden Sie auf der Homepage.Wir freuen uns auf Ihre Kontaktaufnahme.";https://www.immoscout24.ch/mieten/4000996757;2024-05-25;Nach Vereinbarung;Maisonette / Duplex;3;4;;89 m2;;;;;4;2023;;;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True
