Price;Rooms;SquareMeters;Etage;Baujahr;Raumhöhe;Anzahl Wohnungen;Letztes Renovationsjahr;Anzahl Toiletten;Latitude;Longitude;DistanceToStationKM;Weather;Gasanschluss;Waschmaschine;Kabel-TV;Haustiere erlaubt;Gedeckt;Mit Gartenhaus;Parkplatz;Minergie Bauweise;Tumbler;Keller;Estrich;Rollstuhlgängig;Balkon / Terrasse;Spielplatz;Altbau;Stromanschluss;Neubau;Cheminée;Minergie zertifiziert;Rauchen erlaubt;Lift;Steamer;Garage;Ruhige Lage;Hochparterre;Aussicht;Reduit;No features found;Abwasseranschluss;Swimmingpool;Eckhaus;Kinderfreundlich;Wasseranschluss;Geschirrspüler;In Wohngemeinschaft;Objekttyp_Attikawohnung;Objekttyp_Bauernhaus;Objekttyp_Dachwohnung;Objekttyp_Doppeleinfamilienhaus;Objekttyp_Einfamilienhaus;Objekttyp_Einzelzimmer;Objekttyp_Hobbyraum;Objekttyp_Kellerabteil;Objekttyp_Loft;Objekttyp_Maisonette / Duplex;Objekttyp_Mehrfamilienhaus;Objekttyp_Reihenfamilienhaus;Objekttyp_Schloss;Objekttyp_Studio;Objekttyp_Terrassenhaus;Objekttyp_Terrassenwohnung;Objekttyp_Villa;Objekttyp_Wohnung
0.026486168334314303;0.13157894736842105;0.23076923076923075;0.019801980198019802;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;0.3346330811822611;0.8396113302813575;;0.0;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
0.03418677653521679;0.07894736842105263;0.12307692307692308;0.0297029702970297;0.9910179640718564;0.0009331259720062208;0.0;0.9910179640718564;0.0;0.40107619121890536;0.4185214095342573;0.2668300646276273;0.5890498305291292;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.027859525210908377;0.07894736842105263;0.11538461538461539;0.019801980198019802;0.9940119760479043;0.0009720062208398133;0.0;0.9940119760479043;0.0;;;;;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.03374534039631155;0.13157894736842105;0.16666666666666669;0.0297029702970297;0.9865269461077846;0.0009720062208398133;0.0;0.9865269461077846;0.0;0.39603057006941356;0.2866781994753982;0.35004249990970954;0.5890498305291292;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.030998626643123403;0.07894736842105263;0.20512820512820515;0.019801980198019802;0.9820359281437128;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.4059034547297813;0.30151086826578855;0.40845789421676737;0.5890498305291292;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.03080243280360996;0.07894736842105263;0.15384615384615385;0.039603960396039604;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;;;;;False;True;False;False;False;False;True;True;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.024818520698450065;0.18421052631578946;0.25897435897435894;0.019801980198019802;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;;;;;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.016284088679615456;0.02631578947368421;0.0358974358974359;0.039603960396039604;0.9940119760479043;0.0009720062208398133;0.0;0.9940119760479043;0.0;0.38210247212040827;0.2050519328002931;0.6868081625541641;0.5890498305291292;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.03325485579752795;0.13157894736842105;0.2230769230769231;0.039603960396039604;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;0.136637292365279;0.8875375343698799;;0.07353373712921396;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.023199921522464195;0.02631578947368421;0.05384615384615384;0.0297029702970297;0.9910179640718564;0.0009331259720062208;0.0;0.9910179640718564;0.0;0.40107619121890536;0.4185214095342573;0.2668300646276273;0.5890498305291292;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.02001177163037081;0.13157894736842105;0.19743589743589746;0.019801980198019802;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;;;;;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.03472630959387875;0.13157894736842105;0.24871794871794875;0.019801980198019802;0.9910179640718564;0.0010186625194401244;0.0;0.9910179640718564;0.0;0.37120798565078417;0.20781558757550833;0.6471994442281599;0.5890498305291292;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.015597410241318421;0.07894736842105263;0.09743589743589745;0.039603960396039604;0.9985029940119761;0.0009331259720062208;0.0;0.9985029940119761;0.0;;;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.018402982146360602;0.13157894736842105;0.24358974358974358;0.0297029702970297;0.9820359281437128;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.81126101536303;0.5725160509975176;;0.7717794579683215;False;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.026682362173827738;0.13157894736842105;0.2717948717948718;0.019801980198019802;0.9985029940119761;0.0009331259720062208;0.5714285714285714;0.9985029940119761;0.0;0.7348514388208685;0.230181501093508;;0.05996880777096436;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.020992740827938;0.18421052631578946;0.1717948717948718;0.0297029702970297;0.9985029940119761;0.0009331259720062208;0.0;0.9985029940119761;0.0;;;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.03374534039631155;0.18421052631578946;0.29743589743589743;0.019801980198019802;0.9940119760479043;0.0009720062208398133;0.0;0.9940119760479043;0.0;0.3193870389144706;0.1491969227090859;;0.09340198900628138;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
0.028840494408475574;0.07894736842105263;0.10256410256410256;0.04950495049504951;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;;;;;False;True;True;False;False;False;True;True;False;False;False;False;True;False;False;False;True;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.036393957229742986;0.2368421052631579;0.34615384615384615;0.0297029702970297;0.9730538922155691;0.0009720062208398133;0.0;0.9730538922155691;0.0;0.12336426733213557;0.5706683403303714;;0.31066089239899597;False;True;True;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.017559348636452816;0.13157894736842105;0.12564102564102564;0.0297029702970297;0.9985029940119761;0.0009331259720062208;0.0;0.9985029940119761;0.0;;;;;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.01883460859329017;0.13157894736842105;0.14871794871794872;0.019801980198019802;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;;;;;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
0.027663331371394935;0.18421052631578946;0.23589743589743592;0.04950495049504951;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;0.2578179833112415;0.7580905466129408;0.20726367436877804;0.0;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.020845595448302924;0.07894736842105263;0.1794871794871795;0.04950495049504951;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
0.01657837943888562;0.07894736842105263;0.1435897435897436;0.019801980198019802;0.9985029940119761;0.0011664074650077762;0.0;0.9985029940119761;0.0;;;;;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;True;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.02619187757504414;0.02631578947368421;0.08974358974358976;0.019801980198019802;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;0.34354675193013406;0.268192302553393;0.27647397419365;0.32217287072750445;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.02517166960957426;0.18421052631578946;0.23333333333333336;0.019801980198019802;0.9985029940119761;0.0009720062208398133;0.0;0.9985029940119761;0.0;0.6184746159245122;0.0050016525671043865;;0.2844619603544043;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.028918971944280947;0.07894736842105263;0.15384615384615385;0.0594059405940594;0.9820359281437128;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.37060750214459404;0.2909432290458014;0.15130187170619705;0.5890498305291292;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.03943496174220129;0.18421052631578946;0.2846153846153846;0.04950495049504951;0.9985029940119761;0.0009331259720062208;0.0;0.9985029940119761;0.0;0.4034469312953348;0.055582512323931965;0.09031196272569769;0.5890498305291292;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
0.03987639788110653;0.18421052631578946;0.23076923076923075;0.04950495049504951;0.9820359281437128;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.4381579973485259;0.32756868701785535;0.6919194192293204;0.5890498305291292;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.033941534235824994;0.13157894736842105;0.20512820512820515;0.019801980198019802;0.9820359281437128;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.4381579973485259;0.32756868701785535;0.6919194192293204;0.5890498305291292;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.010005885815185403;0.05263157894736842;0.10256410256410256;0.039603960396039604;0.9820359281437128;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.614411604148799;0.6486677496255346;0.05129547882026033;0.6160019096240159;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.046497939964685105;0.2368421052631579;0.3974358974358974;0.019801980198019802;0.9820359281437128;0.0009720062208398133;0.0;0.9970059880239521;0.0;0.11979256024331164;0.5824437599769361;0.14049753780401847;0.31066089239899597;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False
0.02393564842063959;0.18421052631578946;0.1794871794871795;0.0297029702970297;0.9101796407185629;0.0009720062208398133;0.0;0.9895209580838324;0.0;0.40888247679951917;0.036062881936386404;0.1452139172022994;0.3365018300688405;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.020502256229154407;0.13157894736842105;0.1794871794871795;0.019801980198019802;0.9820359281437128;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.25713171644702015;0.31355702762951587;;0.32217287072750445;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False
0.023543260741612712;0.18421052631578946;0.24358974358974358;0.0297029702970297;0.965568862275449;0.0009720062208398133;0.0;0.9985029940119761;0.0;0.49438508929267755;0.28614375224151445;;0.5890498305291292;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.028703158720816163;0.18421052631578946;0.27435897435897433;0.04950495049504951;0.976047904191617;0.0009720062208398133;0.0;0.976047904191617;0.0;0.45261639241986984;0.31139462599241874;0.8044255242029585;0.5890498305291292;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.02103197959584069;0.07894736842105263;0.14102564102564102;0.0594059405940594;0.9955089820359282;0.0009720062208398133;0.0;0.9955089820359282;0.0;0.4781174452156307;0.17511937160256785;0.03918580491213176;0.3365018300688405;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.02182656464587012;0.18421052631578946;0.1794871794871795;0.039603960396039604;0.9056886227544911;0.0009720062208398133;0.0;0.9790419161676649;0.0;0.21238399750448878;0.3404622265353048;;0.38686263160889744;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.020404159309397686;0.13157894736842105;0.20256410256410257;0.0297029702970297;0.9191616766467066;0.0009720062208398133;0.0;0.9850299401197606;0.0;0.16602979022070485;0.3178220571999191;0.29870534934646314;0.38686263160889744;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.03158720816166372;0.13157894736842105;0.20512820512820515;0.0594059405940594;0.9820359281437128;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.37087265070576336;0.22249706405631464;0.5544447188156659;0.5890498305291292;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.02226800078477536;0.18421052631578946;0.25384615384615383;0.039603960396039604;0.9401197604790421;0.0009720062208398133;0.0;0.9625748502994012;0.0;0.1330889807377389;0.5558462198406513;;0.31066089239899597;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.030478712968412792;0.10526315789473684;0.1641025641025641;0.07920792079207921;0.9925149700598803;0.0009720062208398133;0.0;0.9925149700598803;0.0;0.3735007408562723;0.2283197260254699;0.5233421763330791;0.5890498305291292;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.01883460859329017;0.13157894736842105;0.16666666666666669;0.07920792079207921;0.908682634730539;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.4785151680573989;0.17194257505116006;0.059752919886885546;0.3365018300688405;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.02413184226015303;0.2368421052631579;0.2564102564102564;0.09900990099009901;0.9176646706586826;0.0009720062208398133;0.0;0.9520958083832336;0.0;0.33134211962880045;0.5849296428345383;;0.24204231762275086;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
0.0164802825191289;0.13157894736842105;0.1794871794871795;0.04950495049504951;0.9041916167664672;0.0009720062208398133;0.0;0.9565868263473054;0.0;0.32421430242533233;0.6261664662489537;0.20046966120226759;0.24204231762275086;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.030557190504218165;0.10526315789473684;0.14871794871794872;0.04950495049504951;0.9820359281437128;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.3809560945176713;0.30310190361666045;0.1963646722389636;0.5890498305291292;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.031194820482636845;0.18421052631578946;0.5025641025641026;0.039603960396039604;0.9970059880239521;0.0009720062208398133;0.0;0.9970059880239521;0.0;0.7277002261561307;0.11140587751313191;;0.05996880777096436;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
0.03484402589758681;0.18421052631578946;0.2512820512820513;0.04950495049504951;0.9940119760479043;0.0009720062208398133;0.0;0.9940119760479043;0.0;0.44016220853154664;0.39773246696623943;0.09649360365381289;0.5890498305291292;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.025652344516382188;0.21052631578947367;0.21794871794871795;0.0297029702970297;0.9820359281437128;0.0009720062208398133;0.0;0.9820359281437128;0.0;0.5877641737503012;0.6219190171796676;0.2249052070792538;0.6160019096240159;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.035677849715518926;0.13157894736842105;0.19487179487179487;0.0297029702970297;0.9955089820359282;0.0009720062208398133;0.0;0.9955089820359282;0.0;0.32787959135927736;0.2670935212337291;0.35855325180346675;0.32217287072750445;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
0.06415538552089464;0.2368421052631579;0.1794871794871795;0.019801980198019802;0.9820359281437128;0.0009720062208398133;0.0;0.9925149700598803;0.0;0.3503314357014915;0.20091699893813875;0.6835414012399172;0.32217287072750445;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False
